transaction_id,event_ids,chain,tx_hash,block_number,timestamp,from_address,to_address,transaction_role,anomaly_type,description,label_status,review_status,asset_movements,amount_description,counterpart_transactions,pairing_status,reference_urls,notes
TXN-000012,"[""EVT-000147""]",Axelar,8B384A980A0038BBE8D159DBC0CE28749EB6D8A3C471CD38EA70D92449D18BED,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],4.414019,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000013,"[""EVT-000147""]",Axelar,8FB1F586CDB9AC202E1D00F8E1AB7F53BF582EFD65E3F5218EEF71A61A17C41C,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],65451.178468,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000014,"[""EVT-000147""]",Axelar,998EEDA7ABF25684B658EDE19C8A9BEF246CF0EB71C2EFD3A8B7708668FB80FC,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],6.621028,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000015,"[""EVT-000147""]",Axelar,AB74CDDEC6E547627CA31E9E085DDAEA9EF1CBD06682C0F5188346F3487EF291,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],280317.513019,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000016,"[""EVT-000147""]",Axelar,B0DF7FE26479CB3A72E3BF7F954CA7F39D559BA1D12D937E5EA6AFF937DE588C,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],43634.118978,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000017,"[""EVT-000147""]",Axelar,BE8F0F138C26FAA4340E87C3DA9E599C25991B59A4E79AC94AC0D7B789E7BF36,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],159549.663296,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000018,"[""EVT-000147""]",Axelar,C03B1FE0EEF40EB3765A6FD93F26FF1CCAF10B569C18B15A0D57B4324D8C2EC3,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,"[{""asset"":""USDT"",""amount"":""1121270.052077""},{""asset"":""USDC"",""amount"":""638198.653186""},{""asset"":""WETH"",""amount"":""893.468984""}]","1,121,270.052077 USDT; 638,198.653186 USDC; 893.468984 WETH","[{""chain"":""Secret Network"",""tx_hash"":""45C2E2853A3DEBC558DFDB5E0316F79B6D3122A2EB0455059FD4744F7E857B64""},{""chain"":""Secret Network"",""tx_hash"":""842CCB7514F4F7527E10C590C32526DDF4CFBC3CCA099B3B5EE14901AB5B3A18""},{""chain"":""Secret Network"",""tx_hash"":""E17184D49A12B594CEB66696F380598E83C2E716F5F10002291B8DA1C2B1BFA1""}]",report_supported,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000019,"[""EVT-000147""]",Axelar,C6F4F590B36EFF5FDCDE8996D9270AC3EE2DA243A3AC88E0F152FC074F9EB0FB,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],223.367246,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000020,"[""EVT-000147""]",Axelar,D0EF03112D07A2D7D467B95B240148E8502AE7C3776BAC8C71F5DFBD2FF13AFF,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],4.13401485,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000021,"[""EVT-000147""]",Axelar,D34C67143EA1F9F9AF692755BDC926ED9575067ACA1B12992853EC1B613BC80E,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],6.20102229,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000022,"[""EVT-000147""]",Axelar,E65C67D63A5D94B096D06FFC1EC5522ACC1C2BB40264F64F852A0FC6D224D8BC,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],65451.178468,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000023,"[""EVT-000050""]",BNB Chain,,,,,,[],[],,excluded,pending,[],,[],unpaired,"[""https://verichains.substack.com/p/binance-chain-bridge-exploitation""]",源记录保留，但没有可识别的真实交易哈希，不能作为实际交易证据
TXN-000024,"[""EVT-000022""]",BNB Chain,0x0294daab79affea4a829be01bae1f6d4216c3124e90b54fd23c5bb8a124002d9,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000025,"[""EVT-000012""]",BNB Chain,0x03c1ba947d451a8c7beff8ba09d6b505c84d8fee31462bb02ee0b07e9ca4c06b,,,,,"[""withdrawal_or_fund_flow_tx""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/levyathan-rekt/""]",
TXN-000026,"[""EVT-000050""]",BNB Chain,0x05356fd06ce56a9ec5b4eaf9c075abd740cae4c21eab1676440ab5cd2fe5c57a,,,,,"[""attack_or_exploit_tx"",""attack_seed"",""cross_chain_package_handling_forged_proof_mint"",""secondary""]","[""BNB Bridge Rekt"",""Second forged IAVL/Merkle proof accepted by the BSC cross-chain system contract""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0x05356fd06ce56a9ec5b4eaf9c075abd740cae4c21eab1676440ab5cd2fe5c57a"",""https://rekt.news/bnb-bridge-rekt/"",""https://www.bnbchain.org/en/blog/bnb-chain-ecosystem-update"",""https://www.coinbase.com/en-ca/blog/bsc-token-hub-compromise-investigation-and-analysis-8""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000027,"[""EVT-000194""]",BNB Chain,0x0a6d27a3a6ef006760f5904c6f03b5e269b4615a1243cbe77e07d4f5bb83280a,,,,,"[""whitehat_or_response_tx""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/transit-swap-rekt/""]",
TXN-000028,"[""EVT-000050""]",BNB Chain,0x0a8d020a066961766c3a76120e00000100380200000000010dd85c1af201f001,,,,,[],[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://verichains.substack.com/p/binance-chain-bridge-exploitation""]",
TXN-000029,"[""EVT-000050""]",BNB Chain,0x0cc52b19aac4c2032358fb757d0800177e5a0d27f7ca5398b58fc7fd24f48037,,,,,"[""attack_or_exploit_tx"",""cross_chain_package_handling_forged_proof_mint"",""local_swap_followon""]","[""BNB Bridge Rekt""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000030,"[""EVT-000014""]",BNB Chain,0x0eb55e02bce39ec1d2d2e911eca7dcca54e74841b53412c078185e43c5a2a551,,,,,"[""lock"",""malicious_source_event_contract_creation"",""primary"",""withdraw""]","[""Inconsistent event parsing accepted faulty peg-out events from attacker-created contracts and released Bitcoin collateral."",""Missing check for important fields"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0x0eb55e02bce39ec1d2d2e911eca7dcca54e74841b53412c078185e43c5a2a551"",""https://medium.com/pnetwork/pnetwork-post-mortem-pbtc-on-bsc-exploit-170890c58d5f"",""https://sharkteam.org/report/analysis/20210921001A_en.pdf""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000031,"[""EVT-000022""]",BNB Chain,0x103d3be5194a9ba62a9539532511c9a16e320580726a113476ae589c0ed0e452,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000032,"[""EVT-000056""]",BNB Chain,0x15dabf0c1bb63ec329361da5ce30a5c28a1ed1b107e3008c92614455f02032e4,,,,,"[""lock""]","[""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000033,"[""EVT-000022""]",BNB Chain,0x1778f88ae394dc7b41a58cb2a2b2ed72a3fa917c2ec6f9a13eb9b618b268db64,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000034,"[""EVT-000022""]",BNB Chain,0x1786147bc75cbc839637d851ea610caefd41c610c6bcb07f9b0c598047208462,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000035,"[""EVT-000014""]",BNB Chain,0x23db0ee27e10517dea0659a743fd6df92d482ad6796851c71127e5049e7bbd88,,,,,[],[],,excluded,pending,[],,[],unpaired,"[""https://medium.com/pnetwork/pnetwork-post-mortem-pbtc-on-bsc-exploit-170890c58d5f""]",
TXN-000036,"[""EVT-000194""]",BNB Chain,0x34e30dbfdeef6dcb3cb897e297de45e9e246b8c94c8a18b5ad4c4b776924ef0a,,,,,"[""whitehat_or_response_tx""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/transit-swap-rekt/""]",
TXN-000037,"[""EVT-000022""]",BNB Chain,0x3844a9eb0bb5bc0518c6088e5a97f067100da69b47d8a3661f4a340335f3791f,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000038,"[""EVT-000098""]",BNB Chain,0x3de4f3584203d7545b252df73a3b7e75db691a2c12467de42028552ca3bbf04f,,,,,"[""attack_or_exploit_tx"",""bridge_withdrawal""]","[""FEG Bridge Exploit Technical Analysis""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000039,"[""EVT-000022""]",BNB Chain,0x405dde974a63eb5b8261b46fae3f60a5751a36e73d91a231f830e6dd0825dc74,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000040,"[""EVT-000022""]",BNB Chain,0x4727bdf39286e2b2cb006c1982e6e0ceebd502c5fabecc18770e52fda5f3d618,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000041,"[""EVT-000022""]",BNB Chain,0x4c32d6b8da9be2471a52b921c198b4188f784f12f46557a06753eecd8340aa47,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000042,"[""EVT-000192""]",BNB Chain,0x4c6f3a8c6e37cf8a0dcbdc4f396128302da73c2858af5292165bf0e6bd794000,,,,,"[""lock""]","[""Fake Deposit Event"",""Missing check for important fields""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000043,"[""EVT-000022""]",BNB Chain,0x4d13ebfed4694de569dd64516306090d26193442c0807fb5c937158653dfc0d0,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000044,"[""EVT-000022""]",BNB Chain,0x50946e3e4ccb7d39f3512b7ecb75df66e6868b9af0eee8a7e4b61ef8a459518e,,,,,"[""attack_seed""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/qubit-rekt/""]",
TXN-000045,"[""EVT-000098""]",BNB Chain,0x58e848ff3fed08e73dbc76d59f52846b606595a5909dcf2d5266d5475a8b0095,,,,,"[""attack_or_exploit_tx""]","[""FEG SmartDeFi Wormhole Bridge Exploit""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000046,"[""EVT-000192""]",BNB Chain,0x5a599f55b50368985bbca18942f3d49d70d611ca2b3e54723de867c09890e130,,,,,"[""lock""]","[""Fake Deposit Event"",""Missing check for important fields""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000047,"[""EVT-000195""]",BNB Chain,0x5c70178e6dc882fba1663400c9566423f8942877a0d42bb5c982c95acc348e31,,,,,"[""attack_seed"",""withdraw""]","[""Off-chain""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/poly-network-rekt2/""]",
TXN-000048,"[""EVT-000024""]",BNB Chain,0x5d7cd17bfeb944390667c76f4fc2786f748dc3eb363c01c24b92becaaf5690b4,,,,,"[""lock""]","[""Fake Lock Event"",""Incorrect cross-chain business logic""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000049,"[""EVT-000022""]",BNB Chain,0x61ca8bc28f5b2ee87f9a10c3d8fff790658e345a1e407f9e5c3f22b48106ccff,,,,,"[""destination_proposal_mint"",""secondary""]","[""Relayer accepted the forged source deposit proposal and receipt logs show zero-address mint transfers including 190 tokens to the attacker""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0x61ca8bc28f5b2ee87f9a10c3d8fff790658e345a1e407f9e5c3f22b48106ccff"",""https://medium.com/@QubitFin/protocol-exploit-report-305c34540fa3"",""https://www.sharkteam.org/report/analysis/20220129001A_en.pdf""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000050,"[""EVT-000024""]",BNB Chain,0x63f37aff7e40b85b0a6b3fd414389f6011cc09b276dc8e13b6afa19061f7ed8e,,,,,"[""attack_or_exploit_tx"",""attack_seed"",""lock"",""primary""]","[""Fake Lock Event"",""Incorrect cross-chain business logic"",""Meter's modified ERC20 handler skipped transferFrom for wrapped native assets"",""an ordinary deposit call could therefore assert BNB without locking the claimed amount and create an unbacked cross-chain claim""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0x63f37aff7e40b85b0a6b3fd414389f6011cc09b276dc8e13b6afa19061f7ed8e"",""https://medium.com/chainsafe-systems/breaking-down-the-meter-io-hack-a46a389e7ae4"",""https://medium.com/meter-io/post-mortem-report-meter-passport-12af6b50393d""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000051,"[""EVT-000022""]",BNB Chain,0x70e34269e709203f47ec05e92ac59c96d980a41608d6a101ac991f19e9eb33fa,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000052,"[""EVT-000192""]",BNB Chain,0x71556a35cfe0f47ae4ef1cad22021b748b1be79cfc959aab92a7d41cc615a7b3,,,,,"[""lock""]","[""Fake Deposit Event"",""Missing check for important fields""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000053,"[""EVT-000187""]",BNB Chain,0x72beef34380fa2cf96f1320f6b3cb921f9ad371970a38fed8cbde0925cef6914,,,,,"[""attack_seed"",""lock"",""withdraw""]","[""Missing check for important fields"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://cdn.arenafi.org/papers/arxiv/2410.14493.pdf""]",
TXN-000054,"[""EVT-000050""]",BNB Chain,0x79067c22ab23cc142a59f82641a6d634474780fc54c985286317b2626499eec5,,,,,[],[],,excluded,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0x79067c22ab23cc142a59f82641a6d634474780fc54c985286317b2626499eec5""]",
TXN-000055,"[""EVT-000098""]",BNB Chain,0x7e448bbf1566c20b6973d2cbdb49092d5c6fca90ad7f1a1fc4b102e8095899d2,,,,,"[""attack_or_exploit_tx"",""destination_message_whitelist_update""]","[""FEG Bridge Exploit Technical Analysis""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000056,"[""EVT-000198""]",BNB Chain,0x7ff1364c3b3b296b411965339ed956da5d17058f3164425ce800d64f1aef8210,,,,,"[""withdraw""]","[""Incorrect cross-chain business logic""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000057,"[""EVT-000006""]",BNB Chain,0x83b4adaf73ad34c5c53aa9b805579ed74bc1391c5297201e6457cde709dff723,,,,,"[""attack_seed"",""primary"",""unauthorized_bridge_mint""]","[""Logical flaw in cross-chain quota/signature authorization allowed unwhitelisted addresses to increase quota and mint mapped tokens.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0x83b4adaf73ad34c5c53aa9b805579ed74bc1391c5297201e6457cde709dff723"",""https://chain-swap.medium.com/chainswap-exploit-11-july-2021-post-mortem-6e4e346e5a32"",""https://rekt.news/chainswap-rekt/""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000058,"[""EVT-000022""]",BNB Chain,0x8c5877d1b618f29f6a3622cb610ace08ca96e04d8218f587072a3f91e8545bdc,,,,,"[""attack_or_exploit_tx"",""attack_seed"",""destination_proposal_mint"",""destination_vote_proposal""]","[""M7_incident_unclosed"",""QBridge Exploit Technical Analysis""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://qbt.wiki/en/incident/technical-analysis/""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000059,"[""EVT-000098""]",BNB Chain,0x8d57aacd101b585ed5e68f9f5f79bea2082ec03862456615d9175d6c967289e4,,,,,"[""attack_or_exploit_tx"",""destination_message_withdrawal_allowance""]","[""FEG Bridge Exploit Technical Analysis""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000060,"[""EVT-000192""]",BNB Chain,0x941ee07b3a6ff10759a4ba7b095a9fbd495a7ef76136d63b4473011d73d68265,,,,,"[""lock""]","[""Fake Deposit Event"",""Missing check for important fields""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000061,"[""EVT-000187""]",BNB Chain,0x975cbc1c5f9718e1aaf41288664bc99a78952d62593487baac979f3741d81e94,,,,,"[""attack_seed"",""lock"",""withdraw""]","[""Missing check for important fields"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://cdn.arenafi.org/papers/arxiv/2410.14493.pdf""]",
TXN-000062,"[""EVT-000104""]",BNB Chain,0xa29463be9b81b126d22bb2f6e8001ed36f0bbd71f2b2da763a538e732e747c25,,,,,[],[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://www.halborn.com/blog/post/explained-the-force-bridge-hack-june-2025""]",
TXN-000063,"[""EVT-000022""]",BNB Chain,0xa39e732332604f70180ae8107b1a9315e8f7cc7f6108f3235bdb46867b40bd7a,,,,,"[""local_borrow_followon"",""withdraw""]","[""Fake Lock Event"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000064,"[""EVT-000144""]",BNB Chain,0xa3e8572fe524b28bce9765fcbd0b737cd6289c692970b5a1a1289b6edf95d06f,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],36750.106,[],unpaired,"[""https://alephium.org/news/post/the-alephium-bridge-exploit-on-chain-report/"",""https://hacked.slowmist.io/?c=Bridge&page=2""]",
TXN-000065,"[""EVT-000005""]",BNB Chain,0xa8a75905573cce1c6781a59a5d8bc7a8bfb6c8539ca298cbf507a292091ad4b5,,,,,"[""attack_seed"",""lock"",""secondary"",""unauthorized_pool_withdrawal"",""withdraw""]","[""Insecure call permission"",""Off-chain"",""Repeated ECDSA nonce exposed the V3 Router MPC private key"",""attacker signed unauthorized pool withdrawals.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://bscscan.com/tx/0xa8a75905573cce1c6781a59a5d8bc7a8bfb6c8539ca298cbf507a292091ad4b5"",""https://medium.com/multichainorg/anyswap-multichain-router-v3-exploit-statement-6833f1b7e6fb"",""https://rekt.news/anyswap-rekt/""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000066,"[""EVT-000056""]",BNB Chain,0xaab2611b70f69cf79324c9bc5d0fcda5c95cabf713c74901a9613f212043dfc3,,,,,"[""lock""]","[""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,[],
